GO	description	category	ERR2014354	ERR2014355	ERR2014356	ERR2014357	ERR2014358	ERR2014359	ERR2014360	ERR2014361	ERR2014362	ERR2014363	ERR2014364	ERR2014365	ERR2014366	ERR2014367	ERR2014368	ERR2014369	ERR2014370	ERR2014371	ERR2014372	ERR2014373	ERR2014374	ERR2014375	ERR2014376	ERR2014377	ERR2014378	ERR2014379	ERR2014380	ERR2014381	ERR2014382	ERR2014383	ERR2014384	ERR2014385	ERR2014386	ERR2014387	ERR2014388	ERR2014389	ERR2014390	ERR2014391	ERR2014392	ERR2014393
GO:0032012	regulation of ARF protein signal transduction	biological process	35	35	118	45	66	22	29	7	12	0	9	8	34	41	249	207	5	10	8	78	6	5	2	18	18	195	44	92	129	4	159	21	64	168	2	43	0	5	6	5
GO:0032039	integrator complex	cellular component	5	10	8	9	4	2	0	1	4	0	2	2	7	2	6	10	0	0	4	12	2	2	0	3	0	1	2	4	5	1	6	2	1	2	0	6	1	1	2	1
GO:0032040	small-subunit processome	cellular component	10	9	19	21	9	2	1	4	10	0	0	2	32	13	16	30	2	1	0	13	1	5	0	15	3	18	3	11	16	6	11	12	12	9	0	16	0	2	4	0
GO:0032051	clathrin light chain binding	molecular function	0	3	2	1	1	0	0	0	2	0	0	1	4	0	4	5	0	0	2	0	0	0	0	1	1	3	0	2	2	0	6	4	1	7	0	1	0	0	0	0
GO:0032098	regulation of appetite	biological process	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
GO:0032099	negative regulation of appetite	biological process	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO:0032183	SUMO binding	molecular function	0	2	0	0	1	0	0	0	0	0	1	0	2	2	1	2	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0
GO:0032217	riboflavin transporter activity	molecular function	0	5	2	1	1	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	7	0	1	1	1	1	0	2	0	0	0	0
GO:0032218	riboflavin transport	biological process	0	5	2	1	1	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	7	0	1	1	1	1	0	2	0	0	0	0
GO:0032259	methylation	biological process	746	119	428	466	1272	961	735	1215	343	842	807	2464	376	1713	512	1116	709	1038	1103	313	2048	1702	1037	451	987	730	786	638	560	1476	998	879	1228	299	2561	305	547	832	3085	2424
GO:0032266	phosphatidylinositol-3-phosphate binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032324	molybdopterin cofactor biosynthetic process	biological process	35	2	1	0	36	18	4	143	2	176	96	138	5	145	1	2	45	93	0	1	56	36	67	1	53	0	1	2	0	66	0	1	2	0	131	4	17	40	25	143
GO:0032328	alanine transport	biological process	1901	2	0	1	2059	525	310	3626	15	1959	2977	6359	3	7080	5	111	819	2181	556	2	1106	1806	1594	1	1216	4	46	2	1	1434	2	1	4	1	5214	2	1127	2439	1524	3345
GO:0032402	melanosome transport	biological process	1	7	13	1	2	2	18	0	7	0	0	1	11	4	230	64	2	0	4	56	1	3	1	10	17	242	94	95	80	0	117	20	73	62	0	24	1	2	0	2
GO:0032403	protein complex binding	molecular function	0	2	2	2	0	0	0	1	0	0	0	0	1	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0
GO:0032439	endosome localization	biological process	2	1	1	1	0	0	0	0	0	0	1	0	1	4	1	8	0	1	1	3	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0
GO:0032465	regulation of cytokinesis	biological process	0	0	3	0	1	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	1	0	0	1	2	1	0	0	0	0
GO:0032472	Golgi calcium ion transport	biological process	4	1	28	8	22	2	4	1	4	2	1	0	3	5	11	26	0	1	2	4	1	3	0	2	5	44	59	33	12	2	10	1	7	3	1	0	0	1	0	4
GO:0032481	positive regulation of type I interferon production	biological process	1	0	1	1	0	4	1	0	1	0	1	0	5	2	4	16	0	0	0	1	0	1	0	5	0	1	2	1	2	0	5	0	1	3	0	2	0	0	0	0
GO:0032580	Golgi cisterna membrane	cellular component	52	48	183	70	71	14	12	6	11	3	7	4	40	58	162	181	4	9	14	39	3	9	3	21	13	84	18	58	83	7	31	13	21	93	2	31	2	6	5	6
GO:0032774	RNA biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032775	DNA methylation on adenine	biological process	268	1	2	0	416	35	10	444	1	130	157	712	3	332	2	10	104	273	1133	6	96	37	165	7	109	0	3	2	1	307	0	1	1	0	477	0	699	448	67	99
GO:0032780	negative regulation of ATPase activity	biological process	0	1	0	0	2	0	0	1	0	0	0	0	6	19	2	31	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0
GO:0032784	regulation of DNA-templated transcription, elongation	biological process	4182	453	3276	2295	4107	8260	7044	3836	2421	5703	4748	4896	755	5926	2278	6681	3455	4611	6664	1253	3831	5843	11047	449	5246	1923	3339	2166	1634	3813	4926	2562	4851	1376	5021	1127	5251	4344	2921	5469
GO:0032797	SMN complex	cellular component	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0
GO:0032801	receptor catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032922	circadian regulation of gene expression	biological process	1	7	1	4	0	0	4	1	7	0	0	1	4	0	4	2	0	0	1	8	0	1	0	2	0	3	1	7	1	1	24	5	6	8	0	3	0	0	0	2
GO:0032947	protein complex scaffold	molecular function	2	3	5	2	6	1	0	4	0	0	0	0	3	3	7	4	0	1	0	3	1	1	0	1	1	7	3	8	7	0	5	0	4	3	0	3	0	0	0	0
GO:0032955	regulation of barrier septum assembly	biological process	1	3	1	4	0	0	1	1	0	1	1	1	1	0	0	2	1	0	0	1	0	1	0	0	1	0	0	2	3	2	1	1	1	2	0	1	0	1	0	0
GO:0032957	inositol trisphosphate metabolic process	biological process	16	8	11	14	15	1	1	1	0	0	2	1	2	10	13	29	0	3	1	10	1	1	1	5	0	8	4	6	11	0	5	3	4	5	0	3	1	0	0	0
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological process	5	7	8	4	4	0	5	1	2	0	0	3	5	1	54	40	2	1	1	6	0	1	1	2	5	33	9	17	28	0	30	11	10	27	0	8	1	1	0	0
GO:0032981	mitochondrial respiratory chain complex I assembly	biological process	0	7	4	3	0	0	0	0	4	3	0	0	9	0	2	1	0	0	2	4	1	2	0	6	0	0	1	3	0	2	3	0	3	1	0	8	1	1	0	0
GO:0033014	tetrapyrrole biosynthetic process	biological process	87	6	0	4	46	15	14	138	5	175	510	362	1	136	4	77	35	83	52	0	37	6	61	2	87	6	29	4	3	197	1	2	3	2	216	2	16	43	53	49
GO:0033130	acetylcholine receptor binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GO:0033151	V(D)J recombination	biological process	2	6	4	5	4	0	1	0	10	0	0	0	11	2	2	3	0	0	1	3	0	1	0	7	3	2	2	4	4	0	2	4	1	2	0	10	0	0	0	0
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	cellular component	3480	11	65	81	3052	1068	607	6625	71	1766	2330	1985	48	3895	325	446	1984	2306	1938	139	1356	1508	2320	62	1853	841	948	596	528	1518	109	91	143	88	3021	135	1743	1462	1392	2189
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	cellular component	9917	239	1441	2190	8637	4719	2901	8573	883	1600	3130	2956	220	6203	1314	4705	3575	4646	4847	561	3117	3068	5775	163	5953	1947	1878	1661	1127	4193	2132	1459	2042	519	5908	345	3027	3154	2749	3425
GO:0033179	proton-transporting V-type ATPase, V0 domain	cellular component	297	21	58	32	401	59	15	599	22	210	213	148	30	504	105	162	65	99	110	35	80	138	105	11	169	45	26	38	60	83	58	18	27	65	526	26	197	149	89	270
GO:0033180	proton-transporting V-type ATPase, V1 domain	cellular component	35	21	114	35	48	31	28	3	16	2	4	1	24	35	413	151	3	9	7	166	6	8	4	13	29	342	112	154	156	2	189	37	103	164	4	42	1	11	5	11
GO:0033198	response to ATP	biological process	10	25	17	16	22	3	1	1	4	0	3	2	25	7	19	14	0	2	6	2	0	4	3	10	4	1	3	2	9	0	1	5	0	3	0	17	1	2	0	3
GO:0033227	dsRNA transport	biological process	4	8	6	6	7	0	2	0	7	0	1	1	9	0	9	6	0	5	2	5	0	1	0	9	1	6	11	6	10	1	11	3	6	6	2	7	0	0	0	0
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	biological process	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033557	Slx1-Slx4 complex	cellular component	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
GO:0033566	gamma-tubulin complex localization	biological process	2	3	4	4	0	1	0	1	2	0	0	0	7	0	1	0	0	0	1	0	0	0	0	1	0	0	1	2	1	0	0	1	1	1	0	2	0	0	0	1
GO:0033573	high-affinity iron permease complex	cellular component	115	0	0	1	130	519	357	447	6	636	369	210	1	304	3	8	159	119	371	0	326	297	374	0	336	1	33	0	0	534	0	0	0	3	510	1	256	139	272	543
GO:0033588	Elongator holoenzyme complex	cellular component	6	6	10	1	4	0	1	1	1	0	0	0	11	4	2	8	0	0	0	5	1	1	0	4	0	7	2	2	2	2	4	0	2	1	0	7	0	0	0	1
GO:0033617	mitochondrial respiratory chain complex IV assembly	biological process	9	1	4	6	4	0	1	0	2	0	1	0	5	4	14	9	1	3	3	10	0	1	1	2	2	24	4	2	7	0	5	5	10	7	0	2	0	0	1	0
GO:0033644	host cell membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033739	preQ1 synthase activity	molecular function	82	0	0	0	67	26	10	78	5	32	27	115	1	133	1	1	12	35	29	0	27	19	43	0	22	0	0	0	0	121	0	0	0	0	42	0	21	15	22	34
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	molecular function	1146	10	17	39	744	175	23	1703	50	393	843	813	9	783	27	121	300	688	348	40	72	144	248	178	536	311	446	232	244	301	4	2	11	4	1298	166	361	209	158	1484
GO:0033856	pyridoxine 5'-phosphate synthase activity	molecular function	0	0	0	0	0	0	0	30	0	12	1	32	0	0	0	0	0	5	3	0	0	0	1	0	1	0	0	0	0	52	0	0	1	0	14	0	6	0	0	0
GO:0033897	ribonuclease T2 activity	molecular function	32	7	43	19	14	3	3	2	8	2	3	6	9	22	20	42	0	3	5	19	1	2	1	5	0	2	0	2	3	2	6	1	3	12	0	8	2	1	2	1
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	molecular function	95	2	2	0	151	3	2	18	2	23	5	49	4	173	1	3	3	15	43	1	6	0	24	0	18	0	2	1	2	46	1	1	0	0	15	0	1	0	15	11
GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	molecular function	524	0	0	0	159	0	0	3	1	0	0	7	0	84	0	1	0	0	9	0	147	0	262	0	8	0	0	0	0	6	0	0	2	0	1	0	0	1	114	12
GO:0034061	DNA polymerase activity	molecular function	2	3	4	3	9	2	9	0	3	0	0	0	3	6	48	29	0	1	0	21	1	1	0	6	2	36	6	15	30	0	18	8	9	16	0	2	0	0	1	0
GO:0034080	CENP-A containing nucleosome assembly	biological process	4	3	4	7	1	0	1	0	2	0	0	0	5	1	2	9	1	0	0	0	1	3	1	2	0	2	0	0	0	2	1	0	0	0	0	2	0	1	0	1
GO:0034194	D-galactonate catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034219	carbohydrate transmembrane transport	biological process	0	0	1	112	0	1	0	0	9	0	0	0	12	30	184	58	0	0	0	244	0	1	0	325	9	445	1583	548	457	0	0	0	0	0	1	0	6	0	0	0
GO:0034220	ion transmembrane transport	biological process	1128	13	15	18	947	149	16	1675	12	476	496	461	13	943	25	36	242	410	255	13	157	286	307	8	437	20	39	10	19	199	28	8	11	13	984	13	248	259	218	367
GO:0034227	tRNA thio-modification	biological process	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GO:0034228	ethanolamine transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	2	3	2	100	0	0	0	0	3	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	1	0
GO:0034229	ethanolamine transport	biological process	0	0	0	0	0	0	0	0	2	3	2	100	0	0	0	0	3	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	1	0
GO:0034237	protein kinase A regulatory subunit binding	molecular function	5	3	2	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	2	0	2	0	0	0	0
GO:0034257	nicotinamide riboside transmembrane transporter activity	molecular function	87	0	0	0	61	24	3	40	1	19	26	99	2	299	144	5	15	43	98	60	9	14	32	26	12	9	25	27	25	94	0	0	0	0	193	0	13	16	8	13
GO:0034258	nicotinamide riboside transport	biological process	87	0	0	0	61	24	3	40	1	19	26	99	2	299	144	5	15	43	98	60	9	14	32	26	12	9	25	27	25	94	0	0	0	0	193	0	13	16	8	13
GO:0034314	Arp2/3 complex-mediated actin nucleation	biological process	286	127	671	225	357	70	139	42	32	11	33	35	85	310	1041	1159	19	33	56	463	18	41	6	39	44	1174	257	484	714	13	669	66	285	705	14	142	7	56	8	25
GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	biological process	5	8	9	5	7	1	5	0	3	0	0	1	10	5	39	52	2	2	1	16	1	3	0	5	9	104	21	75	58	0	26	2	14	14	2	8	0	0	0	0
GO:0034333	adherens junction assembly	biological process	0	1	1	0	1	2	9	0	1	0	0	0	0	1	9	2	0	0	0	1	0	0	0	0	1	7	0	4	1	1	2	0	7	1	0	1	1	0	0	0
GO:0034450	ubiquitin-ubiquitin ligase activity	molecular function	14	18	22	20	9	10	13	1	6	0	2	2	13	10	95	55	3	4	5	47	3	5	1	19	7	88	46	49	37	2	103	25	48	55	0	24	0	1	5	4
GO:0034453	microtubule anchoring	biological process	1	0	1	0	0	0	2	0	1	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
GO:0034457	Mpp10 complex	cellular component	4	5	12	13	4	0	1	3	8	0	0	1	11	9	6	13	0	1	2	11	0	0	3	6	0	3	1	3	4	5	8	4	7	7	0	14	0	4	0	0
GO:0034464	BBSome	cellular component	8	5	9	1	2	3	0	2	1	0	0	0	5	0	6	7	0	0	2	5	2	2	0	4	1	4	1	8	4	0	2	3	1	3	0	5	0	0	1	0
GO:0034477	U6 snRNA 3'-end processing	biological process	2	0	4	0	2	0	0	0	0	0	0	1	0	1	2	2	0	1	0	1	0	0	0	0	0	2	1	1	1	0	0	0	0	1	0	1	0	0	0	2
GO:0034508	centromere complex assembly	biological process	3	2	5	6	1	1	1	0	5	1	1	0	8	0	0	6	1	0	3	2	1	0	0	5	1	0	0	7	2	0	1	7	3	2	0	13	0	1	0	0
GO:0034597	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity	molecular function	2	2	7	2	2	0	0	0	1	0	0	0	1	2	1	6	0	0	0	3	0	0	0	2	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0
GO:0034599	cellular response to oxidative stress	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034618	arginine binding	molecular function	622	0	2	0	686	1340	818	329	30	1081	612	506	0	1036	12	35	1369	1227	995	2	506	543	493	3	543	1	21	0	4	1424	0	2	5	2	667	0	1546	1176	553	790
GO:0034639	L-amino acid efflux transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034709	methylosome	cellular component	2	0	1	1	0	1	0	0	2	0	0	0	3	0	3	0	0	0	1	0	0	1	0	2	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0034715	pICln-Sm protein complex	cellular component	2	0	1	1	0	1	0	0	2	0	0	0	3	0	3	0	0	0	1	0	0	1	0	2	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0034755	iron ion transmembrane transport	biological process	10	13	23	16	7	2	1	5	5	0	1	3	12	9	8	30	0	1	4	14	1	1	0	8	2	5	3	7	4	1	6	6	6	7	0	9	0	0	0	0
GO:0034968	histone lysine methylation	biological process	3	1	2	5	2	0	3	0	2	0	0	0	2	3	16	7	1	0	0	2	1	1	0	3	0	13	5	12	8	0	7	2	8	4	0	5	0	0	0	1
GO:0035023	regulation of Rho protein signal transduction	biological process	150	123	333	150	235	62	130	30	76	8	26	16	125	142	1110	827	16	38	39	332	15	28	21	70	79	745	276	464	583	13	673	106	340	615	15	161	13	32	34	35
GO:0035058	nonmotile primary cilium assembly	biological process	1	13	11	20	2	5	3	5	11	1	0	0	25	0	8	8	0	0	4	8	3	5	0	9	0	1	4	9	3	2	6	5	5	10	0	13	2	1	0	3
GO:0035064	methylated histone binding	molecular function	4	6	2	5	2	0	2	0	6	0	0	0	10	1	3	1	0	0	2	5	0	1	0	7	0	3	0	2	0	0	3	3	0	1	0	11	0	1	0	0
GO:0035091	phosphatidylinositol binding	molecular function	159	133	346	137	194	53	113	23	68	6	14	12	127	113	1529	676	15	24	34	618	18	25	8	75	100	1595	307	724	940	5	964	121	503	909	5	232	10	31	10	20
GO:0035240	dopamine binding	molecular function	1	2	0	2	0	0	0	1	0	0	1	0	3	0	2	2	0	0	0	3	0	2	0	3	0	1	2	1	1	0	1	2	0	3	0	3	0	0	0	0
GO:0035257	nuclear hormone receptor binding	molecular function	19	9	31	15	14	4	17	28	7	6	8	2	7	7	80	90	4	9	1	27	1	5	0	4	12	80	27	36	56	3	60	15	32	40	2	13	1	2	2	2
GO:0035299	inositol pentakisphosphate 2-kinase activity	molecular function	0	4	4	1	0	0	0	1	1	0	0	0	2	1	14	15	0	2	0	1	0	0	0	2	1	7	3	7	8	0	6	0	4	4	0	1	0	0	2	0
GO:0035307	positive regulation of protein dephosphorylation	biological process	8	3	4	3	2	2	2	0	0	0	0	0	2	1	7	6	0	1	1	4	0	0	0	2	1	2	2	3	5	2	6	1	0	3	0	4	0	1	1	0
GO:0035429	gluconate transmembrane transport	biological process	341	0	1	0	234	899	391	237	84	190	93	135	0	120	10	18	103	110	600	3	371	344	97	12	1131	1	6	6	1	1597	4	1	9	0	62	0	87	192	123	729
GO:0035434	copper ion transmembrane transport	biological process	1	2	7	3	1	0	3	2	3	1	0	0	5	4	6	8	0	1	1	2	0	2	0	3	1	9	2	7	8	0	3	0	5	3	0	6	0	0	0	1
GO:0035435	phosphate ion transmembrane transport	biological process	1	2	4	3	0	0	0	1	3	0	0	0	5	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	2	0	4	1	3	0	0	0	1
GO:0035438	cyclic-di-GMP binding	molecular function	0	0	0	0	0	0	0	1	0	12	15	39	0	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	116	0	0	0	2	0
GO:0035556	intracellular signal transduction	biological process	222	225	638	293	276	81	149	26	101	8	28	21	258	163	1171	983	42	72	43	561	23	63	25	142	113	1273	330	745	676	28	880	181	448	687	8	327	14	43	24	30
GO:0035650	AP-1 adaptor complex binding	molecular function	5	8	9	5	7	1	5	0	3	0	0	1	10	5	39	52	2	2	1	16	1	3	0	5	9	104	21	75	58	0	26	2	14	14	2	8	0	0	0	0
GO:0035988	chondrocyte proliferation	biological process	0	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
GO:0036038	MKS complex	cellular component	0	2	3	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	3	1	0	0	3	0	1	0	1	4	0	0	3	5	3	0	3	0	1	0	0
GO:0036065	fucosylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036094	small molecule binding	molecular function	160	0	0	0	291	41	87	69	2	80	54	412	1	201	9	7	190	356	124	0	84	84	111	0	20	3	3	0	3	150	3	0	5	1	227	0	52	77	103	43
GO:0036128	CatSper complex	cellular component	3	19	7	12	6	2	4	0	10	0	2	1	28	0	10	5	0	2	2	12	2	2	0	11	2	3	2	10	5	7	4	9	1	7	0	18	0	0	1	0
GO:0036361	racemase activity, acting on amino acids and derivatives	molecular function	128	60	522	354	181	231	292	106	250	215	211	496	366	170	383	782	247	317	347	254	352	278	311	252	165	628	520	447	441	130	1155	750	1233	242	517	187	353	290	206	122
GO:0036370	D-alanyl carrier activity	molecular function	18	10	80	100	5	12	19	11	22	4	4	11	8	34	66	212	5	3	7	40	4	9	63	167	27	3345	2764	1846	2375	3	151	80	123	33	7	81	23	20	1	3
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	molecular function	152	138	277	155	213	46	87	32	81	6	18	30	211	159	535	409	12	38	34	272	15	43	12	144	35	452	165	227	298	20	408	86	201	224	7	162	4	29	14	15
GO:0038036	sphingosine-1-phosphate receptor activity	molecular function	1	2	2	0	1	0	0	0	0	0	0	0	6	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	1	1	0	1	0	2	0	2	0	0	0	0
GO:0038048	dynorphin receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0038166	angiotensin-activated signaling pathway	biological process	3	1	11	2	8	1	2	0	2	0	0	0	3	1	10	10	0	1	0	4	0	1	0	0	0	6	2	3	5	0	8	2	2	5	0	2	0	1	0	3
GO:0040001	establishment of mitotic spindle localization	biological process	3	1	4	3	4	1	0	2	3	0	0	0	3	5	2	2	0	0	0	1	0	1	0	0	0	0	1	1	2	0	1	1	0	0	0	2	0	0	0	1
GO:0040007	growth	biological process	11	21	25	14	5	4	3	5	18	0	0	0	21	7	37	70	0	4	3	8	0	6	1	11	2	11	3	12	19	3	20	8	8	21	1	16	2	2	2	0
GO:0040008	regulation of growth	biological process	0	0	0	3	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0
GO:0040012	regulation of locomotion	biological process	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0042025	host cell nucleus	cellular component	2	0	0	1	3	6	0	2	5	0	6	2	2	0	5	3	8	4	3	3	2	2	2	3	2	5	3	8	10	9	25	101	32	1	0	2	3	2	5	0
GO:0042026	protein refolding	biological process	39	1	4	6	24	13	8	14	5	11	42	17	5	30	11	7	16	13	52	4	16	19	19	0	60	3	3	6	0	33	30	20	31	3	27	4	8	8	24	24
GO:0042030	ATPase inhibitor activity	molecular function	2	3	1	2	2	0	0	1	0	0	0	0	9	19	3	31	0	0	1	1	0	2	0	3	0	1	0	2	2	0	1	0	3	0	0	0	0	0	1	0
GO:0042043	neurexin family protein binding	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
GO:0042073	intraciliary transport	biological process	3	4	6	5	0	1	0	1	3	0	1	1	5	2	2	3	0	0	0	2	2	0	0	3	0	1	2	0	1	0	2	2	0	1	0	5	0	1	1	1
GO:0042113	B cell activation	biological process	26	9	41	18	17	1	0	3	2	0	3	3	0	29	10	55	0	1	0	11	0	1	0	0	0	1	0	4	9	0	2	0	4	11	0	5	1	0	0	0
GO:0042128	nitrate assimilation	biological process	0	4	5	8	1	2	0	1	5	0	2	0	6	1	4	4	0	0	1	3	0	3	0	4	0	0	5	2	3	0	0	4	1	2	0	6	0	1	0	1
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	molecular function	2522	6	2	2	2302	299	156	5483	57	1458	2197	2953	6	3558	30	55	1053	2006	905	3	637	839	1029	2	1085	7	40	0	4	1455	6	4	12	2	3201	0	742	838	641	1509
GO:0042138	meiotic DNA double-strand break formation	biological process	0	5	3	9	0	0	2	0	1	0	1	0	6	0	0	2	0	0	3	3	1	0	0	3	1	3	3	5	5	1	3	0	3	2	0	7	0	0	1	1
GO:0042147	retrograde transport, endosome to Golgi	biological process	39	25	84	21	41	11	32	5	11	2	10	10	14	66	149	97	4	5	11	40	0	4	2	12	8	118	39	52	55	3	75	6	26	59	1	28	6	11	6	6
GO:0042151	nematocyst	cellular component	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO:0042157	lipoprotein metabolic process	biological process	28	29	70	19	192	11	2	5	12	1	2	2	25	30	66	329	3	6	5	26	3	22	0	15	0	1	7	6	25	1	13	3	17	16	3	57	0	5	1	1
GO:0042158	lipoprotein biosynthetic process	biological process	791	71	565	535	604	1557	1112	1186	438	929	1135	1770	289	907	1272	958	821	1984	1826	603	1117	1183	2027	279	1155	635	477	703	405	1761	2744	1997	3344	958	3267	227	1187	1130	1230	1544
GO:0042162	telomeric DNA binding	molecular function	5	8	19	11	3	2	2	4	8	0	1	3	12	5	18	13	0	0	2	10	1	2	3	11	1	10	4	6	10	4	14	15	5	12	1	14	1	0	0	1
GO:0042167	heme catabolic process	biological process	3	5	2	7	5	3	17	1	2	0	3	0	8	0	13	3	2	3	1	10	1	0	1	0	0	22	8	8	4	1	64	3	7	20	0	11	0	0	1	2
GO:0042173	regulation of sporulation resulting in formation of a cellular spore	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042176	regulation of protein catabolic process	biological process	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	4	0	0	0	1	0	0	0	2	0	2	0	0	3	0	1	0	0	1	0	1	0	0	0	0
GO:0042246	tissue regeneration	biological process	8	7	45	17	11	3	2	1	4	1	1	0	5	3	17	43	0	1	0	10	1	0	0	1	0	0	0	2	4	1	0	0	0	7	0	3	0	3	0	1
